BLOCK	TRANSECT	PLOT	MODULE	SUBMODULE	CORNER	SAMPLING_ID	SPECIES	SPECIES_CORRECTED	SPCODE	FREQUENCY	DATE	DATE_CORRECTED	>1M	CONERCONER	DATE OF FIRE	TIME SINCE FIRE (DAYS)	SPECIES_NEW_NAMES	NEW_SPCODE
D	1	6	3	3	C	D_1_6_3_3_C	SABAPAL	SABAL PALMETTO	SABPAL	44	3/23/1999	3/23/1999		3				
D	1	6	3	3	C	D_1_6_3_3_C	BUMESAL	BUMELIA SALICIFOLIA	BUMSAL	24	3/23/1999	3/23/1999		3			SIDEROXYLON SALICIFOLIUM	SIDSAL
D	1	6	3	3	C	D_1_6_3_3_C	BACCSPP	BACCHARIS SPP	BACSPP	20	3/23/1999	3/23/1999		3				
D	1	6	3	3	C	D_1_6_3_3_C	RANDACU	RANDIA ACULEATA	RANACU	9	3/23/1999	3/23/1999		3				
D	1	6	3	3	C	D_1_6_3_3_C	TOXIRAD	TOXICODENDRON RADICANS	TOXRAD	6	3/23/1999	3/23/1999		3				
D	1	6	3	3	C	D_1_6_3_3_C	ECHIUMB	ECHITES UMBELLATA	ECHUMB	10	3/23/1999	3/23/1999		3				
D	1	6	3	3	C	D_1_6_3_3_C	MYRSFLO	MYRSINE FLORIDANA	MYRFLO	3	3/23/1999	3/23/1999		3			MYRSINE CUBANA	MYRCUB
D	1	6	3	3	C	D_1_6_3_3_C	FORESEG	FORESTIERA SEGREGATA	FORSEG	5	3/23/1999	3/23/1999		3				
D	1	6	3	3	C	D_1_6_3_3_C	CROTPUM	CROTALARIA PUMILA	CROPUM	3	3/23/1999	3/23/1999		3				
D	1	6	3	3	C	D_1_6_3_3_C	PINUELL	PINUS ELLIOTTII	PINELL	4	3/23/1999	3/23/1999		3				
D	1	6	3	3	C	D_1_6_3_3_C	POINPIN	POINSETTIA PINETORUM	POIPIN	1	3/23/1999	3/23/1999		3			EUPHORBIA PINETORUM 	EUPPIN
D	1	6	3	3	C	D_1_6_3_3_C	HOLE	HOLE		85	3/23/1999	3/23/1999		3				
D	1	6	3	3	C	D_1_6_3_3_C	CASSFIL	CASSYTHA FILIFORMIS	CASFIL	35	3/23/1999	3/23/1999		3				
D	1	6	3	3	C	D_1_6_3_3_C	BARK	BARK		6	3/23/1999	3/23/1999		3				
D	1	6	3	3	C	D_1_6_3_3_C	LOG	LOG		13	3/23/1999	3/23/1999		3				
D	1	6	3	10	I	D_1_6_3_10_I	FICUCIT	FICUS CITRIFOLIA	FICCIT	93	3/23/1999	3/23/1999						
D	1	6	3	10	I	D_1_6_3_10_I	CLADJAM	CLADIUM JAMAICENSE	CLAJAM	370	3/23/1999	3/23/1999						
D	1	6	3	10	I	D_1_6_3_10_I	HYPESPP	HYPERICUM SPP 	HYPSPP	32	3/23/1999	3/23/1999						
D	1	6	3	10	I	D_1_6_3_10_I	BUMEREC	BUMELIA RECLINATA	BUMREC	15	3/23/1999	3/23/1999						
D	1	6	3	10	I	D_1_6_3_10_I	METOTOX	METOPIUM TOXIFERUM	METTOX	25	3/23/1999	3/23/1999						
D	1	6	3	10	I	D_1_6_3_10_I	CHRYOLI	CHRYSOPHYLLUM OLIVIFORME	CHROLI	17	3/23/1999	3/23/1999						
D	1	6	3	10	I	D_1_6_3_10_I	SNAG	SNAG		88	3/23/1999	3/23/1999						
D	1	6	3	10	I	D_1_6_3_10_I	PLUCROS	PLUCHEA ROSEA	PLUROS	2	3/23/1999	3/23/1999					PLUCHEA BACCHARIS	PLUBAC
D	1	6	3	10	I	D_1_6_3_10_I	PERSBOR	PERSEA BORBONIA	PERBOR	53	3/23/1999	3/23/1999					PERSEA BORBONIA VAR. BORBONIA	PERBORBOR
D	1	6	3	10	I	D_1_6_3_10_I	VITIROT	VITIS ROTUNDIFOLIA	VITROT	32	3/23/1999	3/23/1999						
D	1	6	3	10	I	D_1_6_3_10_I	WALTIND	WALTHERIA INDICA	WALIND	8	3/23/1999	3/23/1999						
D	1	6	3	10	I	D_1_6_3_10_I	RUELCAR	RUELLIA CAROLINIENSIS	RUECAR	1	3/23/1999	3/23/1999						
D	1	6	4	0.1	A	D_1_6_4_0.1_A	SABAPAL	SABAL PALMETTO	SABPAL	1	4/5/1999	4/5/1999		2				
D	1	6	4	0.1	A	D_1_6_4_0.1_A	PASPSPP	PASPSPP	PASPSP	1	4/5/1999	4/5/1999		2				
D	1	6	4	0.1	A	D_1_6_4_0.1_A	ROCK	ROCK		1	4/5/1999	4/5/1999		2				
D	1	6	4	0.1	A	D_1_6_4_0.1_A	LYSILAT	LYSILOMA LATISILIQUUM	LYSLAT	1	4/5/1999	4/5/1999		2				
D	1	6	4	0.1	A	D_1_6_4_0.1_A	BUMESAL	BUMELIA SALICIFOLIA	BUMSAL	1	4/5/1999	4/5/1999		2			SIDEROXYLON SALICIFOLIUM	SIDSAL
D	1	6	4	0.3	A	D_1_6_4_0.3_A	SABAPAL	SABAL PALMETTO	SABPAL	8	4/5/1999	4/5/1999		2				
D	1	6	4	0.3	A	D_1_6_4_0.3_A	PASPSPP	PASPSPP	PASPSP	8	4/5/1999	4/5/1999		2				
D	1	6	4	0.3	A	D_1_6_4_0.3_A	ROCK	ROCK		8	4/5/1999	4/5/1999		2				
D	1	6	4	0.3	A	D_1_6_4_0.3_A	LYSILAT	LYSILOMA LATISILIQUUM	LYSLAT	7	4/5/1999	4/5/1999		2				
D	1	6	4	0.3	A	D_1_6_4_0.3_A	BUMESAL	BUMELIA SALICIFOLIA	BUMSAL	3	4/5/1999	4/5/1999		2			SIDEROXYLON SALICIFOLIUM	SIDSAL
D	1	6	4	0.3	A	D_1_6_4_0.3_A	PSYCNER	PSYCHOTRIA NERVOSA 	PSYNER	1	4/5/1999	4/5/1999		2				
D	1	6	4	0.3	A	D_1_6_4_0.3_A	RHUSCOP	RHUS COPALLINUM	RHUCOP	1	4/5/1999	4/5/1999		2				
D	1	6	4	1	A	D_1_6_4_1_A	SABAPAL	SABAL PALMETTO	SABPAL	83	4/5/1999	4/5/1999		2				
D	1	6	4	1	A	D_1_6_4_1_A	PASPSPP	PASPSPP	PASPSP	26	4/5/1999	4/5/1999		2				
D	1	6	4	1	A	D_1_6_4_1_A	ROCK	ROCK		33	4/5/1999	4/5/1999		2				
D	1	6	4	1	A	D_1_6_4_1_A	LYSILAT	LYSILOMA LATISILIQUUM	LYSLAT	18	4/5/1999	4/5/1999		2				
D	1	6	4	1	A	D_1_6_4_1_A	BUMESAL	BUMELIA SALICIFOLIA	BUMSAL	10	4/5/1999	4/5/1999		2			SIDEROXYLON SALICIFOLIUM	SIDSAL
D	1	6	4	1	A	D_1_6_4_1_A	PSYCNER	PSYCHOTRIA NERVOSA 	PSYNER	11	4/5/1999	4/5/1999		2				
D	1	6	4	1	A	D_1_6_4_1_A	RHUSCOP	RHUS COPALLINUM	RHUCOP	7	4/5/1999	4/5/1999		2				
D	1	6	4	1	A	D_1_6_4_1_A	BARK	BARK		9	4/5/1999	4/5/1999		2				
D	1	6	4	1	A	D_1_6_4_1_A	TREMMIC	TREMA MICRANTHUM	TREMIC	19	4/5/1999	4/5/1999		2				
D	1	6	4	1	A	D_1_6_4_1_A	MYRSFLO	MYRSINE FLORIDANA	MYRFLO	4	4/5/1999	4/5/1999		2			MYRSINE CUBANA	MYRCUB
D	1	6	4	1	A	D_1_6_4_1_A	SMILAUR	SMILAX AURICULATA	SMIAUR	53	4/5/1999	4/5/1999		2				
D	1	6	4	1	A	D_1_6_4_1_A	PTERBAH	PTERIS BAHAMENSIS	PTEBAH	11	4/5/1999	4/5/1999		2				
D	1	6	4	1	A	D_1_6_4_1_A	DICHSPP	DICHSPP	DICSPP	2	4/5/1999	4/5/1999		2				
D	1	6	4	1	A	D_1_6_4_1_A	WALTIND	WALTHERIA INDICA	WALIND	3	4/5/1999	4/5/1999		2				
D	1	6	4	1	A	D_1_6_4_1_A	MYRICER	MYRICA CERIFERA	MYRCER	27	4/5/1999	4/5/1999		2				
D	1	6	4	1	A	D_1_6_4_1_A	VITIROT	VITIS ROTUNDIFOLIA	VITROT	32	4/5/1999	4/5/1999		2				
D	1	6	4	1	A	D_1_6_4_1_A	MORIROY	MORINDA ROYOC	MORROY	8	4/5/1999	4/5/1999		2				
D	1	6	4	1	A	D_1_6_4_1_A	PINUELL	PINUS ELLIOTTII	PINELL	2	4/5/1999	4/5/1999		2				
D	1	6	4	1	A	D_1_6_4_1_A	ANDRVIR	ANDROPOGON VIRGINICUS	ANDVIR	29	4/5/1999	4/5/1999		2				
D	1	6	4	1	A	D_1_6_4_1_A	RANDACU	RANDIA ACULEATA	RANACU	1	4/5/1999	4/5/1999		2				
D	1	6	4	1	A	D_1_6_4_1_A	ANEMADI	ANEMIA ADIANTIFOLIA	ANEADI	5	4/5/1999	4/5/1999		2				
D	1	6	4	1	A	D_1_6_4_1_A	PHYLSPP	PHYLSPP	PHYLSP	7	4/5/1999	4/5/1999		2				
D	1	6	4	1	A	D_1_6_4_1_A	PASSSUB	PASSIFLORA SUBEROSA	PASSUB	1	4/5/1999	4/5/1999		2				
D	1	6	4	3	A	D_1_6_4_3_A	JACQCUR	JACQUEMONTIA CURTISSII	JACCUR	26	4/5/1999	4/5/1999		2				
D	1	6	4	3	A	D_1_6_4_3_A	HOLE	HOLE		350	4/5/1999	4/5/1999		2				
D	1	6	4	3	A	D_1_6_4_3_A	EUGEAXI	EUGENIA AXILLARIS	EUGAXI	15	4/5/1999	4/5/1999		2				
D	1	6	4	3	A	D_1_6_4_3_A	BACCSPP	BACCHARIS SPP	BACSPP	10	4/5/1999	4/5/1999		2				
D	1	6	4	3	A	D_1_6_4_3_A	PERSBOR	PERSEA BORBONIA	PERBOR	34	4/5/1999	4/5/1999		2			PERSEA BORBONIA VAR. BORBONIA	PERBORBOR
D	1	6	4	3	A	D_1_6_4_3_A	FORESEG	FORESTIERA SEGREGATA	FORSEG	21	4/5/1999	4/5/1999		2				
D	1	6	4	3	A	D_1_6_4_3_A	DYSCANG	DYSCHORISTE ANGUSTA	DYSANG	6	4/5/1999	4/5/1999		2				
D	1	6	4	3	A	D_1_6_4_3_A	SENNCHA	SENNA CHAPMANII        	SENCHA	5	4/5/1999	4/5/1999		2			SENNA MEXICANA VAR. CHAPMANII	SENMEXCHA
D	1	6	4	3	A	D_1_6_4_3_A	PLUCROS	PLUCHEA ROSEA	PLUROS	4	4/5/1999	4/5/1999		2			PLUCHEA BACCHARIS	PLUBAC
D	1	6	4	3	A	D_1_6_4_3_A	ECHIUMB	ECHITES UMBELLATA	ECHUMB	1	4/5/1999	4/5/1999		2				
D	1	6	4	3	A	D_1_6_4_3_A	ILEXCAS	ILEX CASSINE	ILECAS	17	4/5/1999	4/5/1999		2			ILEX CASSINE VAR. CASSINE	ILECASCAS
D	1	6	4	3	A	D_1_6_4_3_A	ARDIESC	ARDISIA ESCALLONIOIDES	ARDESC	10	4/5/1999	4/5/1999		2				
D	1	6	4	3	A	D_1_6_4_3_A	PARTQUI	PARTHENOCISSUS QUINQUEFOLIA	PARQUI	7	4/5/1999	4/5/1999		2				
D	1	6	4	3	A	D_1_6_4_3_A	CENTVIR	CENTROSEMA VIRGINIANUM	CENVIR	1	4/5/1999	4/5/1999		2				
D	1	6	4	3	A	D_1_6_4_3_A	THELKUN	THELYPTERIS KUNTHII	THEKUN	3	4/5/1999	4/5/1999		2				
D	1	6	4	3	A	D_1_6_4_3_A	AGALSPP	AGALINIS SPP	AGASPP	7	4/5/1999	4/5/1999		2				
D	1	6	4	3	A	D_1_6_4_3_A	MIKASCA	MIKANIA SCANDENS	MIKSCA	11	4/5/1999	4/5/1999		2				
D	1	6	4	3	A	D_1_6_4_3_A	PHYSVIS	PHYSALIS VISCOSA	PHYVIS	7	4/5/1999	4/5/1999		2				
D	1	6	4	3	A	D_1_6_4_3_A	POINPIN	POINSETTIA PINETORUM	POIPIN	2	4/5/1999	4/5/1999		2			EUPHORBIA PINETORUM 	EUPPIN
D	1	6	4	3	A	D_1_6_4_3_A	CASSFIL	CASSYTHA FILIFORMIS	CASFIL	9	4/5/1999	4/5/1999		2				
D	1	6	4	3	A	D_1_6_4_3_A	SOLISTR	SOLIDAGO STRICTA	SOLSTR	3	4/5/1999	4/5/1999		2				
D	1	6	4	3	A	D_1_6_4_3_A	SNAG	SNAG		12	4/5/1999	4/5/1999		2				
D	1	6	4	3	A	D_1_6_4_3_A	DODOVIS	DODONAEA VISCOSA	DODVIS	5	4/5/1999	4/5/1999		2				
D	1	6	4	0.1	D	D_1_6_4_0.1_D	TREMMIC	TREMA MICRANTHUM	TREMIC	1	4/5/1999	4/5/1999		2				
D	1	6	4	0.1	D	D_1_6_4_0.1_D	MYRICER	MYRICA CERIFERA	MYRCER	1	4/5/1999	4/5/1999		2				
D	1	6	4	0.1	D	D_1_6_4_0.1_D	SMILAUR	SMILAX AURICULATA	SMIAUR	1	4/5/1999	4/5/1999		2				
D	1	6	4	0.3	D	D_1_6_4_0.3_D	TREMMIC	TREMA MICRANTHUM	TREMIC	3	4/5/1999	4/5/1999		2				
D	1	6	4	0.3	D	D_1_6_4_0.3_D	MYRICER	MYRICA CERIFERA	MYRCER	2	4/5/1999	4/5/1999		2				
D	1	6	4	0.3	D	D_1_6_4_0.3_D	MYRICER	MYRICA CERIFERA	MYRCER	4	4/5/1999	4/5/1999	1	2				
D	1	6	4	0.3	D	D_1_6_4_0.3_D	SMILAUR	SMILAX AURICULATA	SMIAUR	1	4/5/1999	4/5/1999		2				
D	1	6	4	0.3	D	D_1_6_4_0.3_D	SNAG	SNAG		2	4/5/1999	4/5/1999		2				
D	1	6	4	0.3	D	D_1_6_4_0.3_D	VITIROT	VITIS ROTUNDIFOLIA	VITROT	3	4/5/1999	4/5/1999		2				
D	1	6	4	0.3	D	D_1_6_4_0.3_D	RHUSCOP	RHUS COPALLINUM	RHUCOP	3	4/5/1999	4/5/1999		2				
D	1	6	4	0.3	D	D_1_6_4_0.3_D	PERSBOR	PERSEA BORBONIA	PERBOR	3	4/5/1999	4/5/1999		2			PERSEA BORBONIA VAR. BORBONIA	PERBORBOR
D	1	6	4	0.3	D	D_1_6_4_0.3_D	PTERBAH	PTERIS BAHAMENSIS	PTEBAH	1	4/5/1999	4/5/1999		2				
D	1	6	4	0.3	D	D_1_6_4_0.3_D	BARK	BARK		1	4/5/1999	4/5/1999		2				
D	1	6	4	0.3	D	D_1_6_4_0.3_D	ANDRVIR	ANDROPOGON VIRGINICUS	ANDVIR	4	4/5/1999	4/5/1999		2				
D	1	6	4	0.3	D	D_1_6_4_0.3_D	RHYNMIN	RHYNCHOSIA MINIMA	RHYMIN	2	4/5/1999	4/5/1999		2				
D	1	6	4	0.3	D	D_1_6_4_0.3_D	MYRICER	MYRICA CERIFERA	MYRCER	1	4/5/1999	4/5/1999		2				
D	1	6	4	1	D	D_1_6_4_1_D	MYRICER	MYRICA CERIFERA	MYRCER	1	4/5/1999	4/5/1999	1	2				
D	1	6	4	1	D	D_1_6_4_1_D	VITIROT	VITIS ROTUNDIFOLIA	VITROT	7	4/5/1999	4/5/1999		2				
D	1	6	4	1	D	D_1_6_4_1_D	RHUSCOP	RHUS COPALLINUM	RHUCOP	11	4/5/1999	4/5/1999		2				
D	1	6	4	1	D	D_1_6_4_1_D	PERSBOR	PERSEA BORBONIA	PERBOR	17	4/5/1999	4/5/1999		2			PERSEA BORBONIA VAR. BORBONIA	PERBORBOR
D	1	6	4	1	D	D_1_6_4_1_D	PTERBAH	PTERIS BAHAMENSIS	PTEBAH	17	4/5/1999	4/5/1999		2				
D	1	6	4	1	D	D_1_6_4_1_D	BARK	BARK		22	4/5/1999	4/5/1999		2				
D	1	6	4	1	D	D_1_6_4_1_D	ANDRVIR	ANDROPOGON VIRGINICUS	ANDVIR	33	4/5/1999	4/5/1999		2				
D	1	6	4	1	D	D_1_6_4_1_D	PSYCNER	PSYCHOTRIA NERVOSA 	PSYNER	14	4/5/1999	4/5/1999		2				
D	1	6	4	1	D	D_1_6_4_1_D	AMPEARB	AMPELOPSIS ARBOREA       	AMPARB	2	4/5/1999	4/5/1999		2			NEKEMIAS ARBOREA	NEKARB
D	1	6	4	1	D	D_1_6_4_1_D	ROCK	ROCK		8	4/5/1999	4/5/1999		2				
D	1	6	4	1	D	D_1_6_4_1_D	MORIROY	MORINDA ROYOC	MORROY	10	4/5/1999	4/5/1999		2				
D	1	6	4	1	D	D_1_6_4_1_D	LOG	LOG		28	4/5/1999	4/5/1999		2				
D	1	6	4	1	D	D_1_6_4_1_D	ILEXCAS	ILEX CASSINE	ILECAS	21	4/5/1999	4/5/1999		2			ILEX CASSINE VAR. CASSINE	ILECASCAS
D	1	6	4	1	D	D_1_6_4_1_D	PASPSPP	PASPSPP	PASPSP	4	4/5/1999	4/5/1999		2				
D	1	6	4	1	D	D_1_6_4_1_D	MIKASCA	MIKANIA SCANDENS	MIKSCA	6	4/5/1999	4/5/1999		2				
D	1	6	4	1	D	D_1_6_4_1_D	PARTQUI	PARTHENOCISSUS QUINQUEFOLIA	PARQUI	5	4/5/1999	4/5/1999		2				
D	1	6	4	1	D	D_1_6_4_1_D	THELKUN	THELYPTERIS KUNTHII	THEKUN	4	4/5/1999	4/5/1999		2				
D	1	6	4	1	D	D_1_6_4_1_D	HOLE	HOLE		7	4/5/1999	4/5/1999		2				
D	1	6	4	1	D	D_1_6_4_1_D	LYSILAT	LYSILOMA LATISILIQUUM	LYSLAT	7	4/5/1999	4/5/1999	1	2				
D	1	6	4	3	D	D_1_6_4_3_D	CENTVIR	CENTROSEMA VIRGINIANUM	CENVIR	8	4/5/1999	4/5/1999		2				
D	1	6	4	3	D	D_1_6_4_3_D	CHRYOLI	CHRYSOPHYLLUM OLIVIFORME	CHROLI	5	4/5/1999	4/5/1999		2				
D	1	6	4	3	D	D_1_6_4_3_D	PTERCAU	PTERIDIUM CAUDATUM	PTECAU	10	4/5/1999	4/5/1999		2			PTERIDIUM AQUILINUM VAR. CAUDATUM	PTEAQUCAU
D	1	6	4	3	D	D_1_6_4_3_D	FICUCIT	FICUS CITRIFOLIA	FICCIT	54	4/5/1999	4/5/1999		2				
D	1	6	4	3	D	D_1_6_4_3_D	FICUCIT	FICUS CITRIFOLIA	FICCIT	12	4/5/1999	4/5/1999	1	2				
D	1	6	4	3	D	D_1_6_4_3_D	DODOVIS	DODONAEA VISCOSA	DODVIS	2	4/5/1999	4/5/1999		2				
D	1	6	4	3	D	D_1_6_4_3_D	BACCSPP	BACCHARIS SPP	BACSPP	3	4/5/1999	4/5/1999		2				
D	1	6	4	3	D	D_1_6_4_3_D	PASSSUB	PASSIFLORA SUBEROSA	PASSUB	12	4/5/1999	4/5/1999		2				
D	1	6	4	3	D	D_1_6_4_3_D	BURSSIM	BURSERA SIMARUBA        	BURSIM	4	4/5/1999	4/5/1999		2				
D	1	6	4	3	D	D_1_6_4_3_D	ANGASAG	ANGADENIA SAGRAEI	ANGSAG	1	4/5/1999	4/5/1999		2				
D	1	6	4	3	D	D_1_6_4_3_D	SABAPAL	SABAL PALMETTO	SABPAL	2	4/5/1999	4/5/1999		2				
D	1	6	4	3	D	D_1_6_4_3_D	FORESEG	FORESTIERA SEGREGATA	FORSEG	1	4/5/1999	4/5/1999		2				
D	1	6	4	3	D	D_1_6_4_3_D	MYRSFLO	MYRSINE FLORIDANA	MYRFLO	2	4/5/1999	4/5/1999		2			MYRSINE CUBANA	MYRCUB
D	1	6	4	3	D	D_1_6_4_3_D	EUGEAXI	EUGENIA AXILLARIS	EUGAXI	2	4/5/1999	4/5/1999		2				
D	1	6	4	3	D	D_1_6_4_3_D	ANEMADI	ANEMIA ADIANTIFOLIA	ANEADI	14	4/5/1999	4/5/1999		2				
D	1	6	4	10	I	D_1_6_4_10_I	CROTPUM	CROTALARIA PUMILA	CROPUM	3	4/5/1999	4/5/1999						
D	1	6	4	10	I	D_1_6_4_10_I	ASTESPP	ASTER SPP	ASTSPP	4	4/5/1999	4/5/1999						
D	1	6	4	10	I	D_1_6_4_10_I	SCHITER	SCHINUS TEREBINTHIFOLIUS	SCHTER	1	4/5/1999	4/5/1999						
D	1	6	4	10	I	D_1_6_4_10_I	TOXIRAD	TOXICODENDRON RADICANS	TOXRAD	51	4/5/1999	4/5/1999						
D	1	6	4	10	I	D_1_6_4_10_I	TETRBIC	TETRAZYGIA BICOLOR	TETBIC	42	4/5/1999	4/5/1999					MICONIA BICOLOR	MICBIC
D	1	6	4	10	I	D_1_6_4_10_I	ERIGQUE	ERIGERON QUERCIFOLIUS	ERIQUE	2	4/5/1999	4/5/1999						
D	1	6	4	10	I	D_1_6_4_10_I	ANDRGLO	ANDROPOGON GLOMERATUS	ANDGLO	15	4/5/1999	4/5/1999						
D	1	6	4	10	I	D_1_6_4_10_I	POLYGRA	POLYGALA GRANDIFLORA	POLGRA	4	4/5/1999	4/5/1999					ASEMEIA VIOLACEA	ASEVIO
D	1	6	5	10	R	D_1_6_5_10_R	SOLAERI	SOLANUM ERIANTHUM	SOLERI	7	4/5/1999	4/5/1999						
D	1	6	6	10	R	D_1_6_6_10_R	CHRYICA	CHRYSOBALANUS ICACO	CHRICA	33	4/5/1999	4/5/1999						
D	1	6	7	0.1	C	D_1_6_7_0.1_C	MYRICER	MYRICA CERIFERA	MYRCER	1	3/24/1999	3/24/1999		2				
D	1	6	7	0.1	C	D_1_6_7_0.1_C	ANDRCAB	ANDROPOGON CABANISII	ANDCAB	1	3/24/1999	3/24/1999		2			ANDROPOGON TERNARIUS	ANDTER
D	1	6	7	0.1	C	D_1_6_7_0.1_C	SCHIRHI	SCHIZACHYRIUM RHIZOMATUM	SCHRHI	1	3/24/1999	3/24/1999		2				
D	1	6	7	0.1	C	D_1_6_7_0.1_C	PTERBAH	PTERIS BAHAMENSIS	PTEBAH	1	3/24/1999	3/24/1999		2				
D	1	6	7	0.1	C	D_1_6_7_0.1_C	PERSBOR	PERSEA BORBONIA	PERBOR	1	3/24/1999	3/24/1999		2			PERSEA BORBONIA VAR. BORBONIA	PERBORBOR
D	1	6	7	0.3	C	D_1_6_7_0.3_C	MYRICER	MYRICA CERIFERA	MYRCER	8	3/24/1999	3/24/1999		2				
D	1	6	7	0.3	C	D_1_6_7_0.3_C	ANDRCAB	ANDROPOGON CABANISII	ANDCAB	7	3/24/1999	3/24/1999		2			ANDROPOGON TERNARIUS	ANDTER
D	1	6	7	0.3	C	D_1_6_7_0.3_C	SCHIRHI	SCHIZACHYRIUM RHIZOMATUM	SCHRHI	8	3/24/1999	3/24/1999		2				
D	1	6	7	0.3	C	D_1_6_7_0.3_C	CHIOPAR	CHIOCOCCA PARVIFOLIA	CHIPAR	1	3/24/1999	3/24/1999		2			CHIOCOCCA ALBA	CHIALB
D	1	6	7	0.3	C	D_1_6_7_0.3_C	ANGASAG	ANGADENIA SAGRAEI	ANGSAG	5	3/24/1999	3/24/1999		2				
D	1	6	7	0.3	C	D_1_6_7_0.3_C	JACQCUR	JACQUEMONTIA CURTISSII	JACCUR	4	3/24/1999	3/24/1999		2				
D	1	6	7	0.3	C	D_1_6_7_0.3_C	EUGEAXI	EUGENIA AXILLARIS	EUGAXI	3	3/24/1999	3/24/1999		2				
D	1	6	7	0.3	C	D_1_6_7_0.3_C	MUHLFIL	MUHLENBERGIA FILIPES	MUHFIL	2	3/24/1999	3/24/1999		2			MUHLENBERGIA CAPILLARIS VAR. FILIPES	MUHCAPFIL
D	1	6	7	1	C	D_1_6_7_1_C	MYRICER	MYRICA CERIFERA	MYRCER	90	3/24/1999	3/24/1999		2				
D	1	6	7	1	C	D_1_6_7_1_C	ANDRCAB	ANDROPOGON CABANISII	ANDCAB	14	3/24/1999	3/24/1999		2			ANDROPOGON TERNARIUS	ANDTER
D	1	6	7	1	C	D_1_6_7_1_C	SCHIRHI	SCHIZACHYRIUM RHIZOMATUM	SCHRHI	30	3/24/1999	3/24/1999		2				
D	1	6	7	1	C	D_1_6_7_1_C	PTERBAH	PTERIS BAHAMENSIS	PTEBAH	5	3/24/1999	3/24/1999		2				
D	1	6	7	1	C	D_1_6_7_1_C	PERSBOR	PERSEA BORBONIA	PERBOR	4	3/24/1999	3/24/1999		2			PERSEA BORBONIA VAR. BORBONIA	PERBORBOR
D	1	6	7	1	C	D_1_6_7_1_C	CHIOPAR	CHIOCOCCA PARVIFOLIA	CHIPAR	4	3/24/1999	3/24/1999		2			CHIOCOCCA ALBA	CHIALB
D	1	6	7	1	C	D_1_6_7_1_C	ANGASAG	ANGADENIA SAGRAEI	ANGSAG	2	3/24/1999	3/24/1999		2				
D	1	6	7	1	C	D_1_6_7_1_C	JACQCUR	JACQUEMONTIA CURTISSII	JACCUR	22	3/24/1999	3/24/1999		2				
D	1	6	7	1	C	D_1_6_7_1_C	EUGEAXI	EUGENIA AXILLARIS	EUGAXI	39	3/24/1999	3/24/1999		2				
D	1	6	7	1	C	D_1_6_7_1_C	MUHLFIL	MUHLENBERGIA FILIPES	MUHFIL	55	3/24/1999	3/24/1999		2			MUHLENBERGIA CAPILLARIS VAR. FILIPES	MUHCAPFIL
D	1	6	7	1	C	D_1_6_7_1_C	ANDRVIR	ANDROPOGON VIRGINICUS	ANDVIR	15	3/24/1999	3/24/1999		2				
D	1	6	7	1	C	D_1_6_7_1_C	DYSCANG	DYSCHORISTE ANGUSTA	DYSANG	8	3/24/1999	3/24/1999		2				
D	1	6	7	1	C	D_1_6_7_1_C	ROCK	ROCK		24	3/24/1999	3/24/1999		2				
D	1	6	7	1	C	D_1_6_7_1_C	DICHSPP	DICHSPP	DICSPP	11	3/24/1999	3/24/1999		2				
D	1	6	7	1	C	D_1_6_7_1_C	VITIROT	VITIS ROTUNDIFOLIA	VITROT	1	3/24/1999	3/24/1999		2				
D	1	6	7	1	C	D_1_6_7_1_C	PINUELL	PINUS ELLIOTTII	PINELL	15	3/24/1999	3/24/1999		2				
D	1	6	7	1	C	D_1_6_7_1_C	RANDACU	RANDIA ACULEATA	RANACU	8	3/24/1999	3/24/1999		2				
D	1	6	7	1	C	D_1_6_7_1_C	CASSFIL	CASSYTHA FILIFORMIS	CASFIL	2	3/24/1999	3/24/1999		2				
D	1	6	7	1	C	D_1_6_7_1_C	BARK	BARK		11	3/24/1999	3/24/1999		2				
D	1	6	7	1	C	D_1_6_7_1_C	SCHITER	SCHINUS TEREBINTHIFOLIUS	SCHTER	1	3/24/1999	3/24/1999		2				
D	1	6	7	1	C	D_1_6_7_1_C	SOLISTR	SOLIDAGO STRICTA	SOLSTR	1	3/24/1999	3/24/1999		2				
D	1	6	7	1	C	D_1_6_7_1_C	BUMEREC	BUMELIA RECLINATA	BUMREC	2	3/24/1999	3/24/1999		2				
D	1	6	7	1	C	D_1_6_7_1_C	SABAPAL	SABAL PALMETTO	SABPAL	41	3/24/1999	3/24/1999		2				
D	1	6	7	1	C	D_1_6_7_1_C	PASSSUB	PASSIFLORA SUBEROSA	PASSUB	10	3/24/1999	3/24/1999		2				
D	1	6	7	1	C	D_1_6_7_1_C	METOTOX	METOPIUM TOXIFERUM	METTOX	3	3/24/1999	3/24/1999		2				
D	1	6	7	1	C	D_1_6_7_1_C	SMILAUR	SMILAX AURICULATA	SMIAUR	3	3/24/1999	3/24/1999		2				
D	1	6	7	1	C	D_1_6_7_1_C	PASPSPP	PASPSPP	PASPSP	7	3/24/1999	3/24/1999		2				
D	1	6	7	1	C	D_1_6_7_1_C	MYRSFLO	MYRSINE FLORIDANA	MYRFLO	1	3/24/1999	3/24/1999		2			MYRSINE CUBANA	MYRCUB
D	1	6	7	3	C	D_1_6_7_3_C	CHRYOLI	CHRYSOPHYLLUM OLIVIFORME	CHROLI	29	3/24/1999	3/24/1999		2				
